ID,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿En inventario?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Nombre del atributo 3,Valor(es) del atributo 3,Atributo visible 3,Atributo global 3,
104,simple,4101331,"Cruceta cardan aplicable a Mercedes Benz 913, L710 35MM",0,0,visible,,"Cruceta cardan aplicable a Mercedes Benz 913, L 710 35MM
\n
\nAplicable a: Mercedes Benz 
\n
\nMarca: STAHL
\n
\nCódigo de referencia: CZ-254
\n
\nOtros datos: 
\n
\n&nbsp;
\n
\n&nbsp;
",,,taxable,,backorder,,,0,0,1.4,12,5,12,1,,,,"Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Cardan , Camiones Clásicos > Transmisión > Cardan > Cruceta",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,"913, L710",1,1,Marca,STAHL,1,1,
105,simple,410051002,Reparación. Ref. Centro cardan aplicable a Mercedes Benz L1634,0,0,visible,,"Reparación Ref. centro cardan aplicable a Mercedes Benz L1634
\n
\nAplicable a: Mercedes Benz 
\n
\nMarca: Suporte Rei
\n
\nCódigo de referencia: R-3018
\n
\nOtros datos: También aplica a Mercedes Benz 1938, 1938S, L1632, LS1634, L1938, LS1632, LS1938
\n
\n&nbsp;
\n
\n&nbsp;

",,,taxable,,backorder,,,0,0,1.09,8,19,4,1,,,,"Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Cardan , Camiones Clásicos > Transmisión > Cardan > Centro cardan",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,L1634,1,1,Marca,Suporte Rei,1,1,
130,simple,3364110011,Plato para cruceta aplicable a Mercedes Benz 1218/ 1319/ 1418/ 1518,0,0,visible,,"Plato para cruceta aplicable a Mercedes Benz 1218/ 1319/ 1418/ 1518
\n
\nAplicable a: Mercedes Benz
\n
\nMarca: Spicer
\n
\nCódigo de referencia: 02-334
\n
\nOtros datos:  También aplica a 1519/ 1618/ 1620/ 1718/ 2219/ 2220/ 2318/ O355/ O364/ OF 1318/ OH 1318/ OH 1419/ OH 1517/ OH 1520
",,,taxable,,backorder,,,0,0,3.45,20,14,20,1,,,,"Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Cardan , Camiones Clásicos > Transmisión > Cardan > Cruceta",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,1218/ 1319/ 1418/ 1518,1,1,Marca,Spicer,1,1,
185,simple,1307304544,Manguito desplazable aplicable a Volkswagen 8-150DO/9-150OD,0,0,visible,,,,,taxable,,backorder,,,0,0,0.55,3,3,18,1,,,,"Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Desplazables",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo, 8-150DO/9-150OD,1,1,Marca,ZF,1,1,
212,simple,6732620034,"Freno sincronizado aplicable a Mercedes Benz 710, L709D",0,0,visible,,,,,taxable,,backorder,,,0,0,0.65,21,21,2,1,,,,"Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Sincronizado",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,"710, L709D",1,1,Marca,Euroricambi,1,1,
223,simple,1297304031,Maza sincronizado aplicable a Mercedes Benz L1938,0,0,visible,,,,,taxable,,backorder,,,0,0,2.45,20,20,3,1,,,,"Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Sincronizado",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,L1938,1,1,Marca,Euroricambi,1,1,
227,simple,1295332053,Collar Desplazable A/B aplicable a Mercedes Benz L1938 ,0,0,visible,,,,,taxable,,backorder,,,0,0,4.3,29.5,29.5,11,1,,,,"Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja>  , Camiones Clásicos > Transmisión > Caja>  > Desplazables",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,L1938,1,1,Marca,Euroricambi,1,1,
235,simple,3463547309,Rueda dentada soporte aplicable a Mercedes Benz 1634,0,0,visible,,,,,taxable,,backorder,,,0,0,4.15,23.5,23.5,6,1,,,,"Camiones Clásicos , Camiones Clásicos > Suspensión y Dirección , Camiones Clásicos > Suspensión y Dirección , Eje trasero > Galeras de ruedas",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,1634,1,1,Marca,Cinpal,1,1,
50,simple,1850567,"Válvula solenoide de bloqueo aplicable a Scania 94, 114",0,0,visible,,"Válvula Solenoide de Bloqueo aplicable a Scania 94, 114
\n
\nAplicable a: Scania.
\n
\nMarca: Euroricambi
\n
\nCódigo de referencia: 95.57.0991
\n
\nOtros datos: También aplica a Scania 4-Series 94, 114, 124, 144, 164, Bus 4-/F-/K-/N-Series 4-Series DC 9, DC 11, DC 12, GR 801 /R, K/L/N 94 F-/K-/N-Series, Scania P-/G-/R-/T-Series P/G/R/T

\n
\n&nbsp;
\n
\n&nbsp;
",,,taxable,,backorder,,,0,0,1.18,0,0,0,1,,,,"Camiones Clásicos , Camiones Clásicos > Motor , Camiones Clásicos > Motor > Solenoide",,,,,,,,,,,,0,Linea,Scania,1,1,Modelo,114,1,1,Marca,Diésel Technic,1,1,
54,simple,263161,Bomba de aceite aplicable a Scania DSC14,0,0,visible,,"Bomba de aceite aplicable a Scania DSC14
\n
\nAplicable a: Scania.
\n
\nMarca: Laso
\n
\nCódigo de referencia: 4994
\n
\nOtros datos: 
\n
\n&nbsp;
\n
\n&nbsp;
",,,taxable,,backorder,,,0,0,8.20,20,12,14,1,,,,"Camiones Clásicos , Camiones Clásicos > Motor , Camiones Clásicos > Motor > Bomba de aceite",,,,,,,,,,,,0,Linea,Scania,1,1,Modelo,DSC14,1,1,Marca,Laso,1,1,
134,simple,2R0311305,Sincronizado 5ta aplicable a Volkswagen 8-150E/9-150E,0,0,visible,,"Sincronizado 5ta aplicable a Volkswagen 8-150E/9-150E
\n
\nAplicable a: Volkswagen
\n
\nMarca: Eaton
\n
\nCódigo de referencia: 3344243
\n
\nOtros datos: Caja FS-4405-C

\n
\n&nbsp;
\n
\n&nbsp;
",,,taxable,,backorder,,,0,0,1.35,15,15,6,1,,,,"Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Sincronizado",,,,,,,,,,,,0,Linea,Volkswagen,1,1,Modelo,8-150E/9-150E,1,1,Marca,Eaton,1,1,
63,simple,3357592,Kit Overhaul Cummins Para Motor Serie C PISTON 3802398,0,0,visible,,,,,taxable,,backorder,,,0,0,48.10,90,20,26,1,,,,"Camiones Clásicos , Camiones Clásicos > Motor , Camiones Clásicos > Motor > Conjuntos",,,,,,,,,,,,0,Linea,,1,1,Modelo,,1,1,Marca,Cummins,1,1,
163,simple,2R0609617A,Campana trasera y delantera  9.150 OD,0,0,visible,,,,,taxable,,backorder,,,0,0,35,42,42,30,1,,,,"Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Cubos y ruedas , Camiones Clásicos > Transmisión > Cubos y ruedas > Campana trasera",,,,,,,,,,,,0,Linea,,1,1,Modelo,,1,1,Marca,SYS,1,1,
189,simple,91304293,Maza sincronizada aplicable a omnibus Volvo B 12 R,0,0,visible,,,,,taxable,,backorder,,,0,0,2.2,22,22,3.5,1,,,,"Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Sincronizado",,,,,,,,,,,,0,Linea,,1,1,Modelo,,1,1,Marca,ZF,1,1,
210,simple,3892629234,Maza sicronizado G-211 -9,0,0,visible,,,,,taxable,,backorder,,,0,0,3.7,26,26,5,1,,,,"Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Sincronizado",,,,,,,,,,,,0,Linea,,1,1,Modelo,,1,1,Marca,Cinpal,1,1,
222,simple,91304293,Maza sincronizada aplicable a Ómnibus Volvo B 12 R,0,0,visible,,,,,taxable,,backorder,,,0,0,2.05,20,20,3,1,,,,"Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Sincronizado",,,,,,,,,,,,0,Linea,,1,1,Modelo,,1,1,Marca,Euroricambi,1,1,
233,simple,3453531215,Planetarios  20 Dts y 37 Estrías aplicable a,0,0,visible,,,,,taxable,,backorder,,,0,0,1.45,12,4,12,1,,,,"Camiones Clásicos , Camiones Clásicos > Suspensión y Dirección , Camiones Clásicos > Suspensión y Dirección , Eje trasero > Satélites, planetarios y cruz",,,,,,,,,,,,0,Linea,,1,1,Modelo,,1,1,Marca,Moto Pecas,1,1,
